Código Departamento|Departamento|Código Entidad|Entidad|Dimensión|Subcategoría|Indicador|Dato Numérico|Dato Cualitativo|Año|Mes|Fuente|Unidad de Medida
05|Antioquia|05093|Betulia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|11,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05101|Ciudad Bolívar|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05107|Briceño|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05113|Buriticá|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05120|Cáceres|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|69,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05125|Caicedo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05129|Caldas|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05134|Campamento|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05138|Cañasgordas|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05142|Caracolí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05145|Caramanta|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05147|Carepa|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|3,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05148|El Carmen de Viboral|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|12,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05150|Carolina|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05154|Caucasia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|44,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05172|Chigorodó|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|28,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05190|Cisneros|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05197|Cocorná|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|44,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05206|Concepción|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05209|Concordia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|6,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05212|Copacabana|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05234|Dabeiba|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05237|Don Matías|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05240|Ebéjico|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05250|El Bagre|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|66,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05264|Entrerrios|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05266|Envigado|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05282|Fredonia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05284|Frontino|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05306|Giraldo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05308|Girardota|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|7,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05310|Gómez Plata|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05313|Granada|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|324,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05315|Guadalupe|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05318|Guarne|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05321|Guatapé|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|0,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05347|Heliconia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|3,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05353|Hispania|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05360|Itagüí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05361|Ituango|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05364|Jardín|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05368|Jericó|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05376|La Ceja|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05380|La Estrella|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05390|La Pintada|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05400|La Unión|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|6,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05411|Liborina|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05425|Maceo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|3,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05440|Marinilla|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05467|Montebello|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|157,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05475|Murindó|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05480|Mutatá|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|83,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05483|Nariño|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|31,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05490|Necoclí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|65,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05495|Nechí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|110,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05501|Olaya|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05541|Peñol|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05543|Peque|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05576|Pueblorrico|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05579|Puerto Berrío|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|6,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05585|Puerto Nare|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05591|Puerto Triunfo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05604|Remedios|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|3,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05607|Retiro|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05615|Rionegro|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05628|Sabanalarga|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05631|Sabaneta|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05642|Salgar|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|18,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05647|San Andrés de Cuerquía|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05649|San Carlos|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|555,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05652|San Francisco|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|15,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05656|San Jerónimo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|3,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05658|San José de La Montaña|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05659|San Juan de Urabá|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05660|San Luis|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|30,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05664|San Pedro de Los Milagros|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05665|San Pedro de Urabá|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|11,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05667|San Rafael|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|29,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05670|San Roque|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|61,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05674|San Vicente|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05679|Santa Bárbara|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|6,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05686|Santa Rosa de Osos|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05690|Santo Domingo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|14,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05697|El Santuario|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|3,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05736|Segovia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05756|Sonsón|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|22,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05761|Sopetrán|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05789|Támesis|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05790|Tarazá|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|7,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05792|Tarso|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|4,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05809|Titiribí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05819|Toledo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05837|Turbo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|162,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05842|Uramita|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05847|Urrao|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05854|Valdivia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05856|Valparaíso|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05858|Vegachí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05861|Venecia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05873|Vigía del Fuerte|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05885|Yalí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05887|Yarumal|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05890|Yolombó|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|9,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05893|Yondó|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|2,00||2023|4|Unidad de Restitución de Tierras|Número
05|Antioquia|05895|Zaragoza|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|5,00||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08078|Baranoa|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08137|Campo de La Cruz|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08141|Candelaria|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08296|Galapa|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08372|Juan de Acosta|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08421|Luruaco|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|1,00||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08433|Malambo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|0,00||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08436|Manatí|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08520|Palmar de Varela|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08549|Piojó|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08558|Polonuevo|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08560|Ponedera|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
08|Atlántico|08573|Puerto Colombia|Paz y víctimas|Restitución de tierras|Número de predios con orden de restitución y/o compensación identificados en sentencia de restitución de tierras y territorios|||2023|4|Unidad de Restitución de Tierras|Número
