Código Departamento|Departamento|Código Entidad|Entidad|Dimensión|Subcategoría|Indicador|Dato Numérico|Dato Cualitativo|Año|Mes|Fuente|Unidad de Medida
01|Colombia|01001|Colombia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|49,70||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
05|Antioquia|05001|Medellín|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|36,50||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
05|Antioquia|05000|Antioquia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
08|Atlántico|08000|Atlántico|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|50,10||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
08|Atlántico|08001|Barranquilla|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|43,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
11|Bogotá|11001|Bogotá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|31,70||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
13|Bolívar|13000|Bolívar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|64,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
13|Bolívar|13001|Cartagena|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,50||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
15|Boyacá|15001|Tunja|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
15|Boyacá|15000|Boyacá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|67,10||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
17|Caldas|17001|Manizales|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|36,60||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
17|Caldas|17000|Caldas|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|46,10||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
18|Caquetá|18001|Florencia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
18|Caquetá|18000|Caquetá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|53,00||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
19|Cauca|19000|Cauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|57,80||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
19|Cauca|19001|Popayán|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
20|Cesar|20000|Cesar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|61,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
20|Cesar|20001|Valledupar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
23|Córdoba|23001|Montería|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
23|Córdoba|23000|Córdoba|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|65,60||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
25|Cundinamarca|25000|Cundinamarca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|51,40||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
27|Chocó|27001|Quibdó|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
27|Chocó|27000|Chocó|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|67,60||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
41|Huila|41000|Huila|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|69,60||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
41|Huila|41001|Neiva|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
44|La Guajira|44001|Riohacha|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
44|La Guajira|44000|La Guajira|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|67,20||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
47|Magdalena|47000|Magdalena|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|65,50||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
47|Magdalena|47001|Santa Marta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
50|Meta|50000|Meta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|39,80||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
50|Meta|50001|Villavicencio|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|34,40||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
52|Nariño|52000|Nariño|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|65,70||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
52|Nariño|52001|Pasto|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|44,20||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
54|Norte de Santander|54001|Cúcuta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|52,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
54|Norte de Santander|54000|Norte de Santander|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|56,60||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
63|Quindío|63000|Quindío|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,10||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
63|Quindío|63001|Armenia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
66|Risaralda|66001|Pereira|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|32,70||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
66|Risaralda|66000|Risaralda|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|37,60||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
68|Santander|68001|Bucaramanga|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|33,70||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
68|Santander|68000|Santander|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|45,00||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
70|Sucre|70000|Sucre|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|69,20||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
70|Sucre|70001|Sincelejo|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
73|Tolima|73000|Tolima|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|54,30||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
73|Tolima|73001|Ibagué|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|37,70||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
76|Valle del Cauca|76001|Cali|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|33,50||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
76|Valle del Cauca|76000|Valle del Cauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|38,90||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
81|Arauca|81001|Arauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
81|Arauca|81000|Arauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
85|Casanare|85000|Casanare|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
85|Casanare|85001|Yopal|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
86|Putumayo|86000|Putumayo|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
86|Putumayo|86001|Mocoa|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
88|San Andrés y Providencia|88000|San Andrés y Providencia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
91|Amazonas|91001|Leticia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
91|Amazonas|91000|Amazonas|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
94|Guainía|94001|Inírida|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
94|Guainía|94000|Guainía|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
95|Guaviare|95000|Guaviare|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
95|Guaviare|95001|San José del Guaviare|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
97|Vaupés|97000|Vaupés|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
97|Vaupés|97001|Mitú|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
99|Vichada|99001|Puerto Carreño|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
99|Vichada|99000|Vichada|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2002|12|DANE|Porcentaje (el valor está multiplicado por 100)
99|Vichada|99000|Vichada|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
99|Vichada|99001|Puerto Carreño|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
97|Vaupés|97001|Mitú|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
97|Vaupés|97000|Vaupés|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
95|Guaviare|95001|San José del Guaviare|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
95|Guaviare|95000|Guaviare|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
94|Guainía|94000|Guainía|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
94|Guainía|94001|Inírida|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
91|Amazonas|91000|Amazonas|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
91|Amazonas|91001|Leticia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
88|San Andrés y Providencia|88000|San Andrés y Providencia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
86|Putumayo|86001|Mocoa|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
86|Putumayo|86000|Putumayo|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
85|Casanare|85001|Yopal|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
85|Casanare|85000|Casanare|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
81|Arauca|81000|Arauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
81|Arauca|81001|Arauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
76|Valle del Cauca|76000|Valle del Cauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|41,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
76|Valle del Cauca|76001|Cali|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|33,70||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
73|Tolima|73001|Ibagué|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|39,80||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
73|Tolima|73000|Tolima|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|51,90||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
70|Sucre|70001|Sincelejo|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
70|Sucre|70000|Sucre|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|58,20||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
68|Santander|68000|Santander|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|44,40||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
68|Santander|68001|Bucaramanga|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|34,10||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
66|Risaralda|66000|Risaralda|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|34,60||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
66|Risaralda|66001|Pereira|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|30,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
63|Quindío|63001|Armenia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
63|Quindío|63000|Quindío|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|38,80||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
54|Norte de Santander|54000|Norte de Santander|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|58,90||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
54|Norte de Santander|54001|Cúcuta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|57,20||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
52|Nariño|52001|Pasto|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|46,50||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
52|Nariño|52000|Nariño|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|70,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
50|Meta|50001|Villavicencio|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|36,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
50|Meta|50000|Meta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|41,10||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
47|Magdalena|47001|Santa Marta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
47|Magdalena|47000|Magdalena|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|59,50||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
44|La Guajira|44000|La Guajira|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|58,30||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
44|La Guajira|44001|Riohacha|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
41|Huila|41001|Neiva|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
41|Huila|41000|Huila|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|66,80||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
27|Chocó|27000|Chocó|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|69,20||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
27|Chocó|27001|Quibdó|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
25|Cundinamarca|25000|Cundinamarca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|50,70||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
23|Córdoba|23000|Córdoba|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|64,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
23|Córdoba|23001|Montería|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|50,20||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
20|Cesar|20001|Valledupar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
20|Cesar|20000|Cesar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|60,10||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
19|Cauca|19001|Popayán|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
19|Cauca|19000|Cauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|62,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
18|Caquetá|18000|Caquetá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|53,60||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
18|Caquetá|18001|Florencia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
17|Caldas|17000|Caldas|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,30||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
17|Caldas|17001|Manizales|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|39,20||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
15|Boyacá|15000|Boyacá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|64,60||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
15|Boyacá|15001|Tunja|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
13|Bolívar|13001|Cartagena|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|43,50||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
13|Bolívar|13000|Bolívar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|53,90||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
11|Bogotá|11001|Bogotá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|32,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
08|Atlántico|08001|Barranquilla|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|49,50||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
08|Atlántico|08000|Atlántico|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|52,40||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
05|Antioquia|05000|Antioquia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|46,20||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
05|Antioquia|05001|Medellín|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|34,70||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
01|Colombia|01001|Colombia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|48,00||2003|12|DANE|Porcentaje (el valor está multiplicado por 100)
01|Colombia|01001|Colombia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,40||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
05|Antioquia|05001|Medellín|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|31,70||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
05|Antioquia|05000|Antioquia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|44,40||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
08|Atlántico|08000|Atlántico|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|49,90||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
08|Atlántico|08001|Barranquilla|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|46,20||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
11|Bogotá|11001|Bogotá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|28,80||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
13|Bolívar|13000|Bolívar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|54,80||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
13|Bolívar|13001|Cartagena|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|44,90||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
15|Boyacá|15001|Tunja|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
15|Boyacá|15000|Boyacá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|63,60||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
17|Caldas|17001|Manizales|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|40,30||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
17|Caldas|17000|Caldas|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|47,90||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
18|Caquetá|18001|Florencia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
18|Caquetá|18000|Caquetá|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|55,70||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
19|Cauca|19000|Cauca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|60,00||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
19|Cauca|19001|Popayán|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
20|Cesar|20000|Cesar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|59,20||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
20|Cesar|20001|Valledupar|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
23|Córdoba|23001|Montería|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|50,20||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
23|Córdoba|23000|Córdoba|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|67,60||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
25|Cundinamarca|25000|Cundinamarca|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|50,20||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
27|Chocó|27001|Quibdó|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
27|Chocó|27000|Chocó|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|72,70||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
41|Huila|41000|Huila|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|64,60||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
41|Huila|41001|Neiva|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
44|La Guajira|44001|Riohacha|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
44|La Guajira|44000|La Guajira|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|57,70||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
47|Magdalena|47000|Magdalena|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|54,80||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
47|Magdalena|47001|Santa Marta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
50|Meta|50000|Meta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|36,70||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
50|Meta|50001|Villavicencio|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|32,40||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
52|Nariño|52000|Nariño|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|65,20||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
52|Nariño|52001|Pasto|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|46,00||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
54|Norte de Santander|54001|Cúcuta|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|55,40||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
54|Norte de Santander|54000|Norte de Santander|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|61,00||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
63|Quindío|63000|Quindío|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|46,80||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
63|Quindío|63001|Armenia|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
66|Risaralda|66001|Pereira|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|29,80||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
66|Risaralda|66000|Risaralda|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|36,00||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
68|Santander|68001|Bucaramanga|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|32,30||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
68|Santander|68000|Santander|Pobreza|Indicadores de pobreza|Incidencia de la pobreza monetaria|42,30||2004|12|DANE|Porcentaje (el valor está multiplicado por 100)
